,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
8018,6dlo,,C1(C=CC=CC=1C1C=CC=CC=1)C(O)=O,protein_center,"-18.041,-13.011,7.779",2.1383624
8019,6dlo,,C(=O)(NC1C=CC(=CC=1)C1=CSC=N1)C1CCCN(CC2=CN=C(N=C2)N)C1,protein_center,"-18.041,-13.011,7.779",4.535841
8020,6dlo,,N1(CCC2(CCC1=O)CNC(C1=CC(C)=CC=C1O2)=O)C(C)C(NCCOC)=O,protein_center,"-18.041,-13.011,7.779",3.4858878
8021,6dlo,,C1(C2=CC=C(C=C2)OC(F)(F)F)SC2=C(C=CC=C2)N=1,protein_center,"-18.041,-13.011,7.779",4.51744
8022,6dlo,,N1(CCCO1)CCC(=O)NCC1C=CC2=C(C=CS2)C=1,protein_center,"-18.041,-13.011,7.779",2.765425
8023,6dlo,,S(=O)(=O)(N1CCCC1)C1C=CC2=C(C=1)N=C(N2CCC(=O)NC1C=CC=C(C)C=1)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",4.4564686
8024,6dlo,,CC1=NC(C(NC2NC3=C(C=CC=C3)N=2)=O)=CC=C1,protein_center,"-18.041,-13.011,7.779",2.7789006
8025,6dlo,,O=C(CCC1C(C=S)=CC=CC=1)C1C(C(F)(F)F)=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.217766
8026,6dlo,,N12CN(C3CCCCC3)CSC1=C(C(C1=CC=C(C=C1)C)CC2=O)C#N,protein_center,"-18.041,-13.011,7.779",4.1639543
8027,6dlo,,C(=S)(NC1=CC=C(C(C)=C1)C)N1CCN(CC1)C1C(C)=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",5.386408
8028,6dlo,,C1(SCCN=1)N(C1C=CC=C(C)C=1)CC(=O)C1C=CC(=CC=1)Cl.Br,protein_center,"-18.041,-13.011,7.779",4.289157
8029,6dlo,,C12N(C)C(=O)N(C(=O)C=1N1C(N(CC1)C1=CC=CC=C1C)=N2)CC1C=CC(=CC=1)Cl,protein_center,"-18.041,-13.011,7.779",4.5952377
8030,6dlo,,COC(C1=CC=C(NC(C2=NC=C(C#N)C=C2)=O)C=C1)=O,protein_center,"-18.041,-13.011,7.779",3.7813087
8031,6dlo,,C1(OS(C)(=O)=O)C(C2COC(C)(C)O2)OC2OC(C)(C)OC12,protein_center,"-18.041,-13.011,7.779",0.611748
8032,6dlo,,N(C(=O)C1C=CC(=C(Br)C=1)OCCC(C)C)C(=S)NC1=CC=C(C=C1)CC(NC)=O,protein_center,"-18.041,-13.011,7.779",4.761634
8033,6dlo,,C1(=O)N(C)C2=C(C=C(C(SC3C=CC=CC=3Cl)=C2)NS(=O)(=O)C2C=CC(=CC=2)CC)N1C,protein_center,"-18.041,-13.011,7.779",4.411455
8034,6dlo,,N1(C2CCCC2)CC(CC1=O)CN(C)C(=O)CCS(C)(=O)=O,protein_center,"-18.041,-13.011,7.779",2.3638778
8035,6dlo,,C(/NC1C=NC2C(=CC=CC=2)C=1)(\NC1N=C(C)C=C(C)N=1)=N\C(=S)NC1C=CC=CC=1CC,protein_center,"-18.041,-13.011,7.779",4.9085016
8036,6dlo,,N1(N=C(CC1=O)C)C1=NC(NCC)=NC(NCC)=N1,protein_center,"-18.041,-13.011,7.779",2.2742867
8037,6dlo,,C1(N2CCCN(CC2)C(=S)NC2C=CC(=CC=2)F)C(=CC2=CC3=C(OCO3)C=C2N=1)C#N,protein_center,"-18.041,-13.011,7.779",5.464629
8038,6dlo,,S(=O)(=O)(NC1C=CC(=CC=1)OC)C1=C(Cl)C=CC(Cl)=C1,protein_center,"-18.041,-13.011,7.779",3.737395
8039,6dlo,,C1(C(C)=NNC=1O)C(C1C=CC(=CC=1)OC(=O)C1C=CC=C(Cl)C=1)C1C(C)=NNC=1O.Cl,protein_center,"-18.041,-13.011,7.779",4.1722174
8040,6dlo,,C1(C(=O)NN=CC2C=CC(=C(OC)C=2)O)=C(C)NC(NC1C1C=CC(=CC=1O)O)=S,protein_center,"-18.041,-13.011,7.779",2.4579113
8041,6dlo,,C12N(C(C)=O)S(=O)(=O)C[C@@]31C(C)(C)[C@@](C)(C[C@@H]3C)C2,protein_center,"-18.041,-13.011,7.779",2.3857453
8042,6dlo,,C1(=NN=C(C2=CC=C(C=C2)OC)O1)NC(=O)C1C=CN(C)N=1,protein_center,"-18.041,-13.011,7.779",3.2697608
8043,6dlo,,C1(C=CC2=CC=CN=C2C=1O)C(NC(C)=O)C1C=CC2=C(OCO2)C=1,protein_center,"-18.041,-13.011,7.779",3.321014
8044,6dlo,,C1(CN2CCN(CC2)C2=CC=C(N=C2)OC)=NN=CN1C(C)C,protein_center,"-18.041,-13.011,7.779",2.8979292
8045,6dlo,,N1(C2C=CC=C(C)C=2)C(SCC(=O)NCC2=CC=CO2)=NN=C1C1=CC=CO1,protein_center,"-18.041,-13.011,7.779",3.994579
8046,6dlo,,C12=C(C)C(=CC=C1C(=CC(=O)O2)C)OCC1=CC=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",3.4237814
8047,6dlo,,COC1CN(S(C2C=C(C(N3CCCC3)=O)NC=2)(=O)=O)C1,protein_center,"-18.041,-13.011,7.779",3.2165852
8048,6dlo,,NC(C1(CCN(CCC23CC4CC(CC(C4)C2)C3)CC1)O)=O,protein_center,"-18.041,-13.011,7.779",2.2055771
8049,6dlo,,CCC(N1CC(C(NC2CCN(C(C3=CC=C(C)C=C3)=O)CC2)=O)CC1)=O,protein_center,"-18.041,-13.011,7.779",3.614985
8050,6dlo,,C1(=CN=C(N=C1C)C1=CC=CC=C1)C(=O)NC1C=C(OC)C=C(OC)C=1,protein_center,"-18.041,-13.011,7.779",4.189657
8051,6dlo,,CCN(C1C(=O)N(C2=CC=CC=C2)CC1)CC1N=C2N(C=CC=N2)C=1,protein_center,"-18.041,-13.011,7.779",3.1823068
8052,6dlo,,S(NCCSC1C=CC=CC=1)(=O)(=O)C1=CC=C(C=C1)OCC,protein_center,"-18.041,-13.011,7.779",3.1930852
8053,6dlo,,N(=O)(=O)C1=CC=C(C=C1)NCCNCC1=CC=CC=C1OCC1C=CC(=CC=1Cl)Cl,protein_center,"-18.041,-13.011,7.779",5.2396173
8054,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)S(=O)(=O)N(C)C)N1CCCC(C(=O)NCC2C=CC(=CC=2)OC)C1,protein_center,"-18.041,-13.011,7.779",4.349069
8055,6dlo,,CCC1OC2=C(C=C(C=C2)NC(C2=CC=C(C(OC)=O)C=C2)=O)N=1,protein_center,"-18.041,-13.011,7.779",4.00865
8056,6dlo,,N([C@@H]1CCNC[C@H]1O)C(CCC1C=CC=CC=1OC)=O.Cl,protein_center,"-18.041,-13.011,7.779",2.9008849
8057,6dlo,,C1=C(Cl)C=C(NC(=S)NNC(COC2C=C3OC(=O)C=C(CCC)C3=CC=2)=O)C(Cl)=C1,protein_center,"-18.041,-13.011,7.779",4.475247
8058,6dlo,,CCS(C1CC(NC(C2(C#N)CCOCC2)=O)CCC1)=O,protein_center,"-18.041,-13.011,7.779",2.8627894
8059,6dlo,,N1(C[C@H]([C@H](CC2C=NC=CN=2)C1)O)C(=O)C1C=CC=C(C=1)NC(C)=O,protein_center,"-18.041,-13.011,7.779",2.7398012
8060,6dlo,,COC1(CN(C(C2N=C3C(C(N(C(N3C)=O)C)=O)=C(C)C=2)=O)C1)C,protein_center,"-18.041,-13.011,7.779",2.024365
8061,6dlo,,C1(=NNC(COC2C=CC=C(C)C=2C)=O)C2C=CC=CC=2N(CC=C)C1=O,protein_center,"-18.041,-13.011,7.779",3.7112956
8062,6dlo,,CC1OC(C)CN(S(NC2CN(C)C(=O)CC2)(=O)=O)C1,protein_center,"-18.041,-13.011,7.779",1.9103425
8063,6dlo,,N1C(=O)SC(=CC2C=CC(=C(OC)C=2)OCC2C(C)=NOC=2C)C=1NC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.513478
8064,6dlo,,O=C(C(=O)C1C=CC(OC)=CC=1)OC,protein_center,"-18.041,-13.011,7.779",2.0052674
8065,6dlo,,S(=O)(=O)(C1=C(C)C=CC(=C1)C1=NOC(C)=N1)N1CCCC(C(=O)NCC2=CC=CC(C)=C2)C1,protein_center,"-18.041,-13.011,7.779",4.462077
8066,6dlo,,C1(=O)O[C@H]2[C@H](CN(C2)C2N=C(C)C=C(C)N=2)N1CCCC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.047535
8067,6dlo,,C1(=NC(C)=CC(C)=N1)NC(=N)NC1C=CC(=C(Cl)C=1)C,protein_center,"-18.041,-13.011,7.779",4.307391
8068,6dlo,,CC1CN(C2C(N(=O)=O)=CC=C3C=2CCN3)CCC=1,protein_center,"-18.041,-13.011,7.779",2.6491394
8069,6dlo,,C1(=C(C)NC2=C(C(CCC2)=O)C1C1C=CC=C(Cl)C=1)C(=O)NC1=CC=CC(C)=N1,protein_center,"-18.041,-13.011,7.779",4.427556
8070,6dlo,,C1(=C(C=CC=C1CNCCCCCC)OC)OCC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.6574996
8071,6dlo,,N(=O)(=O)C1=CC=C(C=C1)C(=O)N/N=C/C1=CC=C(C=C1)N(CC)CC,protein_center,"-18.041,-13.011,7.779",2.7053263
8072,6dlo,,C1CN(C2=NC=C(C3NC4=C(C=CC=C4)N=3)C=C2)CC1,protein_center,"-18.041,-13.011,7.779",3.408616
8073,6dlo,,C1(=CC(=CC(C(Cl)=O)=C1NC1C=CC=CC=1)N(=O)=O)N(=O)=O,protein_center,"-18.041,-13.011,7.779",2.8256948
8074,6dlo,,C12=NN(C=C1C(CCCN2C(=O)OC(C)(C)C)=O)C,protein_center,"-18.041,-13.011,7.779",2.4420705
8075,6dlo,,CC(C1=CC(OCC(NC2=CC=C(N3CCCC3)C=C2)=O)=CC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.310625
8076,6dlo,,C1(=O)N(CCCC2N=C(C)N=CC1=2)CC(=O)NC1=CC=CC(CC)=C1,protein_center,"-18.041,-13.011,7.779",4.1561213
8077,6dlo,,C1(C2=CC=CC(=C2)NC(CSCC2=C(C=CC=C2Cl)Cl)=O)OC2=C(C=CC=C2)N=1,protein_center,"-18.041,-13.011,7.779",5.1274977
8078,6dlo,,N1(CCCSC)CCN(CC1)CCOCCO,protein_center,"-18.041,-13.011,7.779",2.1063428
8079,6dlo,,CC1C(CNC(N2CC(=O)N(C3CC3)CC2)=O)=C(C)N(C)N=1,protein_center,"-18.041,-13.011,7.779",2.2648726
8080,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)OC)NC1C=NC(=C(C(O)=O)C=1)N(CC(C)C)CC(C)C,protein_center,"-18.041,-13.011,7.779",3.7888815
8081,6dlo,,COCCS(NC1C(C)(C)OC(C)(C)C1)(=O)=O,protein_center,"-18.041,-13.011,7.779",1.7432569
8082,6dlo,,C12C(SCC3C=CC(=CC=3)Cl)=NC=CN1C(N(CC(=O)NC1=CC=C(C=C1)NC(C)=O)N=2)=O,protein_center,"-18.041,-13.011,7.779",4.99981
8083,6dlo,,O=C(C1C(F)=C(Cl)C(Br)=CC=1)OCC,protein_center,"-18.041,-13.011,7.779",2.9760554
8084,6dlo,,N1(CCCC[C@H]1C1=CC=CN=C1)C(CCC1C=CC(=CC=1)OC(C)C)=O,protein_center,"-18.041,-13.011,7.779",4.655211
8085,6dlo,,N1(C(=O)C2C=CC(=C(Br)C=2)OC)C(=O)C2C=C(Br)C=CC=2N=C1S,protein_center,"-18.041,-13.011,7.779",3.9745636
8086,6dlo,,C1(=CC=CN(CC(=O)NCC2=CC=CC=C2Cl)C1=O)C1ON=C(C2=CC=C(C(OC)=C2)OC)N=1,protein_center,"-18.041,-13.011,7.779",4.1548266
8087,6dlo,,O[C@H]1[C@@H]([C@@H](C=C(C1)C(=O)N[C@H](C(N)=O)CC1C=CC(=CC=1)O)NC(=O)NC1=CC=C(C)C=C1)O,protein_center,"-18.041,-13.011,7.779",4.109232
8088,6dlo,,C1(C2C=CC=CC=2)=CC(=O)OC2=CC(OCC(=O)NC3=CC=C(C(C)=C3)C)=CC=C21,protein_center,"-18.041,-13.011,7.779",4.940901
8089,6dlo,,C12=NN=C(CNC(=O)C3C=CC(C)=C(C)C=3)N1C=CC=C2C1ON=C(C2CC2)N=1,protein_center,"-18.041,-13.011,7.779",3.930715
8090,6dlo,,C1(C(OCCCCC)=O)=C(C)NC2=C(C(CCC2)=O)C1C1C=CC=CC=1OCC,protein_center,"-18.041,-13.011,7.779",3.6390514
8091,6dlo,,C1(C2C=NN(C3CCN(C(OC(C)(C)C)=O)CC3)C=2)=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.4640622
8092,6dlo,,N1(C)C=C(C2=CC(=CC=C21)C(NCCCN1CCC(CC1)C(N)=O)=O)C,protein_center,"-18.041,-13.011,7.779",3.4288769
8093,6dlo,,O=S(C1C=CC=C(C(F)(F)F)C=1)(C1CCC(NCC2=CC=CC=C2)CC1)=O,protein_center,"-18.041,-13.011,7.779",3.4620624
8094,6dlo,,C1(=CC(=CC=C1N1CCN(CC1)C(C)=O)C(OC)=O)NC(=O)C1C=C(OC)C=C(OC)C=1,protein_center,"-18.041,-13.011,7.779",4.3809137
8095,6dlo,,C(F)(F)(F)C(NCCCCCCCCCCCN(=O)=O)=O,protein_center,"-18.041,-13.011,7.779",3.864019
8096,6dlo,,N1=C(CC2=CC=C(C=C2)Br)OC2=C(C=C(NC)C=C12)C,protein_center,"-18.041,-13.011,7.779",3.6249175
8097,6dlo,,B1(OC(C(C)(C)O1)(C)C)C1C=C(C=C(Cl)C=1F)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",2.7751436
8098,6dlo,,C1(/NC2C=CC=CC=2N=C/1NC1=CC=CC(OCCCC)=C1)=N/S(=O)(=O)C1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",5.0037985
8099,6dlo,,C(=O)(C1C=CC2=C(C=CC=C2)N=1)N(C1CCOCC1)CCN1CCOCC1,protein_center,"-18.041,-13.011,7.779",3.8800628
8100,6dlo,,COC1=CC=C(NC(CN2N=CN=C2)=O)C=C1,protein_center,"-18.041,-13.011,7.779",2.1441154
8101,6dlo,,C1(=CC=C(C(F)=C1)C)C(=O)COC(C)=O,protein_center,"-18.041,-13.011,7.779",2.962925
8102,6dlo,,OCC1CN(CCC(N2CCOCC2)=O)CCC1,protein_center,"-18.041,-13.011,7.779",1.8085334
8103,6dlo,,CC1[C@@]2([H])[C@](CC[C@H](C2)C(=C)C)(C)CC(=O)C=1,protein_center,"-18.041,-13.011,7.779",3.377614
8104,6dlo,,Cl.C1(CNCCOC)=NN(N=C1C1C=CC=CC=1)CCC,protein_center,"-18.041,-13.011,7.779",3.5936272
8105,6dlo,,C(C1=CN=CC=C1)N1CCC(C2OC3=C(C=CC=C3)N=2)CC1,protein_center,"-18.041,-13.011,7.779",3.1164083
8106,6dlo,,C1(OCC(=O)NCC2C=CC(=CC=2)Cl)=COC(=CC1=O)CN1CCOCC1,protein_center,"-18.041,-13.011,7.779",3.4553223
8107,6dlo,,N1=C(C2C=CC(=CC=2)Cl)N=NN1CC(=O)NC1CCCC1,protein_center,"-18.041,-13.011,7.779",3.2327464
8108,6dlo,,CC(NC1CCN(C(NC2CS(=O)(=O)CCC2)=O)CC1)C,protein_center,"-18.041,-13.011,7.779",2.2798805
8109,6dlo,,C12C3=NCCN3C=NC=1OC(C)=C2C(=O)NC1=CC=C(C=C1F)Cl,protein_center,"-18.041,-13.011,7.779",4.167158
8110,6dlo,,C(=O)(NC1C=C2C(=O)C3C=CC=CC=3C(=O)C2=CC=1)C1C(F)=CC(F)=CC=1,protein_center,"-18.041,-13.011,7.779",5.0528736
8111,6dlo,,N1(CC(OCC)=O)C(=O)C(SC1=O)=CC1C=CSC=1,protein_center,"-18.041,-13.011,7.779",2.3545477
8112,6dlo,,CC(N1C(=O)C[C@@H]2[C@H]1C[C@H](C)[C@H]2CNS(=O)(=O)C1C=CC(F)=CC=1F)C,protein_center,"-18.041,-13.011,7.779",4.0211563
8113,6dlo,,C1(=C(C)N(N=C1C)CC=C)C1=NNC(C(=O)NC(C(C)C)C2C=CC3=C(OCCCO3)C=2)=C1,protein_center,"-18.041,-13.011,7.779",3.8939111
8114,6dlo,,C1(C(=O)NCC2=CC=C(C=C2)CC)=CN(C=N1)C1=NC=CC(=C1)C1ON=C(CC)N=1,protein_center,"-18.041,-13.011,7.779",5.458604
8115,6dlo,,N1(CCN(CC1)C1C=CC(=CC=1Cl)NC(COC1=CC(C)=C(C(C)=C1)Cl)=O)C(C)=O,protein_center,"-18.041,-13.011,7.779",4.404576
8116,6dlo,,S(C1C=CC=CC=1)(=O)(=O)N(C1C=CC(=CC=1)N(=O)=O)CC(=O)NC1=CC=CC=C1C(=O)NC(C)C,protein_center,"-18.041,-13.011,7.779",4.855177
8117,6dlo,,IC1=CNC2C1=C(C)N=CN=2,protein_center,"-18.041,-13.011,7.779",1.8004291
8118,6dlo,,N1(C2=CC=C(C=C2)OC)C(C)=C(C=C1C)C=NNC(=O)C(=O)NCC1=CC=C(C=C1)Cl,protein_center,"-18.041,-13.011,7.779",5.0732126
8119,6dlo,,C1(=NC=C2C(CC(CC2=O)C2C=CC=CC=2)=N1)N1CCC2C=CC=CC1=2,protein_center,"-18.041,-13.011,7.779",4.6890297
8120,6dlo,,CNC(C1CCN(C(C(NC(C2CCCCC2)=O)C)=O)CC1)=O,protein_center,"-18.041,-13.011,7.779",3.0811977
8121,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)N1C(=O)C(=C(C)N1C)C(C)C)N1CCCC1C(O)=O,protein_center,"-18.041,-13.011,7.779",2.882944
8122,6dlo,,S(=O)(=O)(NN=CC1=CC=CC(=C1)OCC1C=CC=CC=1)C1=CC=C(C(=C1)N(=O)=O)C,protein_center,"-18.041,-13.011,7.779",4.366352
8123,6dlo,,N1(C2=CC=CC=C2)CC(CC1=O)C(=O)NC1=NC(C)=CC(C)=N1,protein_center,"-18.041,-13.011,7.779",3.0311272
8124,6dlo,,C1(=NC(C)=CC(C)=N1)N1CCC(CC1)N1CCC(COCCC)C1,protein_center,"-18.041,-13.011,7.779",2.800939
8125,6dlo,,C(=CC1C=CC=CC=1)C(=O)C1=CC=C(Cl)C(OC)=C1,protein_center,"-18.041,-13.011,7.779",4.2931876
8126,6dlo,,CC1=CC(CN2CCN(C(CN3S(=O)(=O)CCC3)=O)CC2)=CC=C1,protein_center,"-18.041,-13.011,7.779",3.3996286
8127,6dlo,,C1(=NOC(C2C=CC=C(C=2)C(OC)=O)=N1)C1=CN(N=N1)CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.2190726
8128,6dlo,,N1C(CCNC(=O)C(C)OC2C=CC(=CC=2)CC)=CSC=1C,protein_center,"-18.041,-13.011,7.779",3.4839458
8129,6dlo,,C1(OCCCCCC)C(=CC=CC=1N)Cl,protein_center,"-18.041,-13.011,7.779",4.2173347
8130,6dlo,,C12N(C)C(=O)N=C(O)C=1N(C(N1CCCCC1)=N2)CCC(O)=O,protein_center,"-18.041,-13.011,7.779",1.332473
8131,6dlo,,N1(C2=CC=NC=C2)CC(CC1C(O)=O)O,protein_center,"-18.041,-13.011,7.779",0.6789961
8132,6dlo,,CC(C(O)=O)C1CCSCC1,protein_center,"-18.041,-13.011,7.779",1.3165401
8133,6dlo,,N1(CCC(CC1)C(NCCC(C)C)=O)CC(C)C1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.6481225
8134,6dlo,,N1C(C(C)C)=NOC=1C1=CC=C(N=C1)NCCOC1C=CC=NC=1,protein_center,"-18.041,-13.011,7.779",4.757353
8135,6dlo,,CC1CCN(C(C2CCN(C(NC3CC(C)C(C)CC3)=O)CC2)=O)CC1,protein_center,"-18.041,-13.011,7.779",4.1638803
8136,6dlo,,COC1=CC(OC)=C(NC(C(NC2=C(F)C=C(F)C=C2)=O)=O)C=C1,protein_center,"-18.041,-13.011,7.779",4.74914
8137,6dlo,,C12C=C(C(F)=CC=1C(=O)C(C(=O)O)=CN2NC)N1CCN(C)CC1,protein_center,"-18.041,-13.011,7.779",2.0827394
8138,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)C1C=CC=CC=1)N1CCN(CC1)CCC1C=CC=CN=1,protein_center,"-18.041,-13.011,7.779",4.588464
8139,6dlo,,N1(CC2=CC=CC(C)=C2)C(=O)C2=CC=CN=C2N(C2C=CC(=CC=2)OC)C1=O,protein_center,"-18.041,-13.011,7.779",4.4999022
8140,6dlo,,C12N(C3=CC=CC=C3)N=CC=1C1N(N=C(C3C=CN(COC4C=C(C)C=C(C)C=4)N=3)N=1)C=N2,protein_center,"-18.041,-13.011,7.779",6.255065
8141,6dlo,,C(O)(=O)C1=CC=CC(COC2=CC=C(C=C2OC)C=NC2C=CC(=CC=2)N(CC)CC)=C1,protein_center,"-18.041,-13.011,7.779",4.2181077
8142,6dlo,,N1(C(C)CCC2C=C(F)C=CC1=2)C(CCCOC1=CC=C(C=C1C)Cl)=O,protein_center,"-18.041,-13.011,7.779",4.1823645
8143,6dlo,,FC(C1CC(NS(C2=C3C(OCCO3)=CC=C2)(=O)=O)CCC1)(F)F,protein_center,"-18.041,-13.011,7.779",3.970347
8144,6dlo,,S(C1=CC=CC=C1)(=O)(=O)N1CCC(CC1)C1C=CSC=1,protein_center,"-18.041,-13.011,7.779",3.8255653
8145,6dlo,,C(=O)(C1C=CC=C(C=1)C(OCC)=O)CC1=CC=CS1,protein_center,"-18.041,-13.011,7.779",3.0643153
8146,6dlo,,N(C(C(C)C)=O)C(=S)NNC(=O)C1=CC=C(C=C1)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.5912952
8147,6dlo,,N1=C(C2C=CC3C=CC=CC=3N=2)SC2N1C(CCC)=NN=2,protein_center,"-18.041,-13.011,7.779",3.7061732
8148,6dlo,,C(=O)(N(C)CC)CN(CCC1C=CC(=CC=1)OC)CC1=CC=CC=C1F,protein_center,"-18.041,-13.011,7.779",4.057388
8149,6dlo,,C1(NC(C)C2ON=C(CCOC)N=2)=NC(C)=NC2C=CSC1=2,protein_center,"-18.041,-13.011,7.779",2.837466
8150,6dlo,,[H]Cl.N1C[C@H](CC=C)C[C@H]1C(O)=O,protein_center,"-18.041,-13.011,7.779",1.805714
8151,6dlo,,S1(=O)(=O)N(C)C2=CC=CC=C2C2OC(N)=C(C#N)C(C3=CC=CC=C3C)C1=2,protein_center,"-18.041,-13.011,7.779",3.8125496
8152,6dlo,,N1(C2C=CC=CC=2)C(SCC(=O)NN=CC2C=CC=C(Cl)C=2)=NN=C1C1=CC=C(C=C1)OC,protein_center,"-18.041,-13.011,7.779",4.681987
8153,6dlo,,O=C(C1C2C1CCC2)NC1CC(=O)NC1,protein_center,"-18.041,-13.011,7.779",2.0753129
8154,6dlo,,C1(C(=O)N(C)CC2C=NN(C3=CC=C(C=C3)F)C=2)NN=C(C2=CC=NC=C2)C=1,protein_center,"-18.041,-13.011,7.779",5.585219
8155,6dlo,,C(COC1C=CC=C(C)C=1)(=O)NC1C=CC=C(OC(C)C)C=1,protein_center,"-18.041,-13.011,7.779",4.0001802
8156,6dlo,,N(=O)(=O)C1=CC=C(C=C1)/N=C/C1C=CC(=CC=1)N(C)C,protein_center,"-18.041,-13.011,7.779",3.133968
8157,6dlo,,C12N=C(SC=1C(N(CC=C)C(SCC(=O)NC1=CC=C3C(OCCO3)=C1)=N2)=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.7062426
8158,6dlo,,CCCC(N1C(C(N2CCC(CO)CC2)=O)CSC1)=O,protein_center,"-18.041,-13.011,7.779",1.6524687
8159,6dlo,,N1(CNC2C=CC=CC=2Cl)C2C=CC=CC=2SC1=O,protein_center,"-18.041,-13.011,7.779",3.7061362
8160,6dlo,,COC1=C(OC)C=C2C(N=C(N2)N)=C1,protein_center,"-18.041,-13.011,7.779",1.5580341
8161,6dlo,,CC1OC(C2N(C(C3C(Cl)=C(C)C=CC=3)=O)CCOC2)=NN=1,protein_center,"-18.041,-13.011,7.779",2.4773011
8162,6dlo,,C1C(C2C=C(OC)C(OC)=C(OC)C=2)=NC=[N+](CC(C2C=CC(Cl)=CC=2)=O)C=1.[Br-],protein_center,"-18.041,-13.011,7.779",4.608289
8163,6dlo,,ClC1=CC(C(NCC2CCN(C(C3=CC=CC=C3)=O)CC2)=O)=NC=C1,protein_center,"-18.041,-13.011,7.779",3.951865
8164,6dlo,,C1(OCC2C=CC(=C(Cl)C=2)Cl)C(OCC)=CC(=CC=1Cl)C(OCC)=O,protein_center,"-18.041,-13.011,7.779",4.258399
8165,6dlo,,BrC1=C(C(N2CCN(C3=NC=CC=N3)CC2)=O)C=CN=C1,protein_center,"-18.041,-13.011,7.779",2.997324
8166,6dlo,,C1(ON=C(CC(=O)NC2C=C(ON=2)C)N=1)C(=O)NC1CCCC1,protein_center,"-18.041,-13.011,7.779",2.891791
8167,6dlo,,C1(SCC2=CC=C(C=C2)C)=NC2C(=CN=CC=2)N1CC(=O)NC1C=CC(=C(F)C=1)C,protein_center,"-18.041,-13.011,7.779",5.179881
8168,6dlo,,[H]Cl.C12N=CN(CCCN=C3CCCN3C)C=1C(N(C)C(=O)N2C)=O,protein_center,"-18.041,-13.011,7.779",1.4613932
8169,6dlo,,C1(Cl)=CC(N(=O)=O)=C(N2CCC(C(=O)OCC)CC2)C=C1,protein_center,"-18.041,-13.011,7.779",2.4180176
8170,6dlo,,CC1OCCN(C(C2C=C(NS(C)(=O)=O)C(F)=CC=2)=O)C1,protein_center,"-18.041,-13.011,7.779",3.3943338
8171,6dlo,,C1(C(=O)C2=CC=C(C(F)=C2)OC)C(C2C=CC(=CC=2)F)N(C(=O)C=1O)CCCN(C)C,protein_center,"-18.041,-13.011,7.779",4.0153904
8172,6dlo,,N1(CCC(CC1)(O)COC1=CC=CC=C1)CC(=O)NCC1=CC=CC=N1,protein_center,"-18.041,-13.011,7.779",3.0182693
8173,6dlo,,N1C(CCC2CCCN(C2)C(=O)C2C=CC(=CC=2OC)OC)=NOC=1C1C=CC(=CC=1)F,protein_center,"-18.041,-13.011,7.779",4.7588224
8174,6dlo,,C1(C)(C)[C@]2([H])C[C@@]1([H])C(C)=C[C@@H]2O,protein_center,"-18.041,-13.011,7.779",1.7969812
8175,6dlo,,CC1N(C(CN2N=NN=C2)=O)C(C)COC1,protein_center,"-18.041,-13.011,7.779",1.1823514
8176,6dlo,,N1(N=CC2C=CC(=CC=2)O)C(C)=CC(=CC1=O)C,protein_center,"-18.041,-13.011,7.779",2.9673042
8177,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C(=O)N1CCCCC1)N1CCCCC1CC,protein_center,"-18.041,-13.011,7.779",4.119753
8178,6dlo,,C(=O)(N1CCCCC1)C1C=CC(=NC=1)C1=CC=CC(=C1)C1C=CNN=1,protein_center,"-18.041,-13.011,7.779",4.866156
8179,6dlo,,N1(CC2C=CC(=CC=2)OCC)C(=O)C2=CC=C(C3=CC=CO3)N2CC1(C)C(=O)NC1CCCCC1C,protein_center,"-18.041,-13.011,7.779",4.8909616
8180,6dlo,,C1(NC(=O)CN2CCCC(O)(COC3C=C(C)C(=C(C)C=3)Cl)CC2)C=C(ON=1)C,protein_center,"-18.041,-13.011,7.779",3.8373935
8181,6dlo,,C1(NCC2C=CC(=C(OC)C=2)OCCC2C=CC=CC=2)CC1,protein_center,"-18.041,-13.011,7.779",3.0360012
8182,6dlo,,[Cl-].C12C([NH2+]CCCCCC(O)=O)=NC(=NC=1C1C(=CC=CC=1)O2)CC,protein_center,"-18.041,-13.011,7.779",2.756797
